7791337007048; danette la copa 100 ;Lacteos;danette;1200,00;996,00;20;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7790503199143; doble carolina 500;arroz;dos hermanos;1200,00;63,00;40;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2026-02-09 00:00:00.000;NULL;0;NULL;1;0;21.00;1
7798370511204; encendedores fuegolandia;Almacen;fuegolandia;300,00;249,00;20;19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7793706000438; frutos del bosque 200 g;Galletitas;doninas;2300,00;219,00;30;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2026-02-26 00:00:00.000;NULL;0;NULL;1;0;21.00;1
7791337009684; gran compra frutilla cermoso;Lacteos;serenisima;2000,00;1660,00;20;-12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7791337007178; gran compra vainilla cermoso;Lacteos;serenisina;650,00;498,00;20;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2026-03-17 00:00:00.000;NULL;0;NULL;1;0;21.00;1
7798120630070; h & h mani con cascara 2 k;Almacen;h & h;1100,00;913,00;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7790070320841; integaal  tirabuzon ;Almacen;motarazzo;1800,00;1328,00;20;-4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7793360103018; ketchup 250g la campagnola;Almacen;la campagnola;1400,00;116,80;30;0;1;1;1;1,00;1,10;1,00;1;bagley;1;2014-05-13 00:00:00.000;S;0;NULL;1;0;21.00;1
720665993683_2; konkatt 4.60 lt  sanitario;Prod.Altos;konkatt;1300,00;186,00;10;13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7790503199082; largo fino 1 kg;arroz;Dos Hermanos;1400,00;1260,00;40;-3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2026-03-30 00:00:00.000;NULL;0;NULL;1;0;21.00;1
7793253003722; lavan concent 2 lt;Limpieza;ayudin;2300,00;1909,00;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7790310002735; lays ketchups 85;Gaseosa;lays;1150,00;664,00;20;-3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7790742436108; leche en polvo entera 200;Lacteos;la serenisima;3500,00;572,70;20;-2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2026-04-07 00:00:00.000;NULL;0;NULL;1;0;21.00;1
7790070231840; Lira aerosol girasol;Jabon;Lira;3300,00;273,90;20;-1;1;1;1;0,00;0,00;1,333;1;1;0;NULL;S;0;NULL;1;0;21.00;1
7798092966719; Make espatula;Limpieza;Make;320,00;265,60;20;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7791620187136; manteca x 200;Lacteos;la paulina;100,00;83,00;20;-66;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7793360131424; merme ciruela 454;Mermeladas;la campagnola;3200,00;240,70;20;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7798092450058; mi chifus kg piedrita ;Prod.Altos;mi chifus ;250,00;232,50;10;-11;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7793495000121; mora turro 100g;Pure;Mora;400,00;292,00;30;-19;2931486;2936739;1;1,89;2,1735;1,89;1;Nini;0;2010-09-03 00:00:00.000;S;0;NULL;1;0;21.00;1
5000159; pategras  sancor;Fiambreria;sancor;936,00;131,40;30;-4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;0;0;21.00;1
7790520991164; pato purific discos adesivo marina;Limpieza;jhonson;1000,00;830,00;20;-3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7790520020802; pato purific discos adesivo marina;Limpieza;jhonson;620,00;514,60;20;-1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7791690716601; pecado tinto 750ml;Vinos;pecado;2200,00;1577,00;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
5000513; picada especial;carne;carne;6375,00;224,3904;10;-6;1;1;1;1,00;1,10;1,00;1;1;0;NULL;N;NULL;NULL;0;0;21.00;1
7896061990717; premium 45 un;Pañales;Babysec;2300,00;1909,00;20;6;3439500;1;1;12,244;13,4684;12,244;1;Nini;0;NULL;S;NULL;NULL;1;0;21.00;1
038000187391; pringles crema y cebo 40;Almacen;pringles;75,00;62,25;20;-4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;21.00;1
7792180142597; pureza leudante refinada;Harinas;Pureza;1800,00;1314,00;30;1;2102889;1;1;2,37;2,7255;2,65;1;1;0;2010-10-19 00:00:00.000;S;0;NULL;1;0;10.50;1
7790990000397; qui.manc bl.sup 500;Limpieza;zorro;1500,00;622,50;20;-3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7793253001162; quita manchas 500 ml gat;Limpieza;trenet;4200,00;3486,00;20;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7796989011887; rapiditas  10 uni 275 g;Almacen;bimbo;420,00;348,60;20;-27;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7792180004772; rebosador x kilo;mermeladas;mama cocina;2000,00;1660,00;20;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
7791990000141; Rebozador 500g ;pan rayado;RosaBlanca;1100,00;80,30;30;-9;578258;1;1;2,16;2,484;2,27;1;1;0;2010-05-27 00:00:00.000;S;0;NULL;1;0;21.00;1
7798141877058; rese malbec 750ml;Vinos;la celia ;8000,00;830,00;20;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;NULL;1;0;21.00;1
